Group,Family,taxon.name,OregonFlora
Monocotyledons,Juncaceae,Juncus occidentalis,native
Monocotyledons,Juncaceae,Juncus orthophyllus,native
Monocotyledons,Juncaceae,Juncus oxymeris,native
Monocotyledons,Juncaceae,Juncus parryi,native
Monocotyledons,Juncaceae,Juncus patens,native
Monocotyledons,Juncaceae,Juncus pelocarpus,"exotic, naturalized"
Monocotyledons,Juncaceae,Juncus planifolius,"exotic, naturalized"
Monocotyledons,Juncaceae,Juncus pylaei,"exotic, not naturalized"
Monocotyledons,Juncaceae,Juncus ranarius,"exotic, not naturalized"
Monocotyledons,Juncaceae,Juncus regelii,native
Monocotyledons,Juncaceae,Juncus saximontanus,native
Monocotyledons,Juncaceae,Juncus supiniformis,native
Monocotyledons,Juncaceae,Juncus tenuis,native
Monocotyledons,Juncaceae,Juncus tiehmii,native
Monocotyledons,Juncaceae,Juncus torreyi,native
Monocotyledons,Juncaceae,Juncus triglumis,native
Monocotyledons,Juncaceae,Juncus triglumis var. albescens,native
Monocotyledons,Juncaceae,Juncus trilocularis,native
Monocotyledons,Juncaceae,Juncus uncialis,native
Monocotyledons,Juncaceae,Luzula campestris,"exotic, not naturalized"
Monocotyledons,Juncaceae,Luzula campestris ssp. campestris,"exotic, not naturalized"
Monocotyledons,Juncaceae,Luzula cascadensis,native
Monocotyledons,Juncaceae,Luzula comosa,native
Monocotyledons,Juncaceae,Luzula comosa var. comosa,native
Monocotyledons,Juncaceae,Luzula comosa var. laxa,native
Monocotyledons,Juncaceae,Luzula forsteri,"exotic, not naturalized"
Monocotyledons,Juncaceae,Luzula forsteri ssp. forsteri,"exotic, not naturalized"
Monocotyledons,Juncaceae,Luzula hitchcockii,native
Monocotyledons,Juncaceae,Luzula macrantha,native
Monocotyledons,Juncaceae,Luzula multiflora,native and exotic
Monocotyledons,Juncaceae,Luzula orestera,native
Monocotyledons,Juncaceae,Luzula parviflora,native
Monocotyledons,Juncaceae,Luzula piperi,native
Monocotyledons,Juncaceae,Luzula spicata,native
Monocotyledons,Juncaceae,Luzula spicata ssp. spicata,native
Monocotyledons,Juncaceae,Luzula subsessilis,native
Monocotyledons,Juncaginaceae,Triglochin concinna,native
Monocotyledons,Juncaginaceae,Triglochin maritima,native
Monocotyledons,Juncaginaceae,Triglochin palustris,"exotic, not naturalized"
Monocotyledons,Juncaginaceae,Triglochin scilloides,native
Monocotyledons,Juncaginaceae,Triglochin striata,native
Monocotyledons,Liliaceae,Calochortus amabilis,uncertain
Monocotyledons,Liliaceae,Calochortus bruneaunis,native
Monocotyledons,Liliaceae,Calochortus coeruleus,native
Monocotyledons,Liliaceae,Calochortus coxii,native
Monocotyledons,Liliaceae,Calochortus elegans,native
Monocotyledons,Liliaceae,Calochortus elegans var. elegans,native
Monocotyledons,Liliaceae,Calochortus elegans var. nanus,native
Monocotyledons,Liliaceae,Calochortus eurycarpus,native
Monocotyledons,Liliaceae,Calochortus greenei,native
Monocotyledons,Liliaceae,Calochortus howellii,native
Monocotyledons,Liliaceae,Calochortus indecorus,native
Monocotyledons,Liliaceae,Calochortus leichtlinii,native
Monocotyledons,Liliaceae,Calochortus longebarbatus,native
Monocotyledons,Liliaceae,Calochortus longebarbatus var. longebarbatus,native
Monocotyledons,Liliaceae,Calochortus longebarbatus var. peckii,native
Monocotyledons,Liliaceae,Calochortus luteus,uncertain
Monocotyledons,Liliaceae,Calochortus macrocarpus,native
Monocotyledons,Liliaceae,Calochortus macrocarpus var. macrocarpus,native
Monocotyledons,Liliaceae,Calochortus macrocarpus var. maculosus,native
Monocotyledons,Liliaceae,Calochortus monophyllus,native
Monocotyledons,Liliaceae,Calochortus nitidus,native
Monocotyledons,Liliaceae,Calochortus nudus,native
Monocotyledons,Liliaceae,Calochortus persistens,uncertain
Monocotyledons,Liliaceae,Calochortus subalpinus,native
Monocotyledons,Liliaceae,Calochortus tolmiei,native
Monocotyledons,Liliaceae,Calochortus umpquaensis,native
Monocotyledons,Liliaceae,Calochortus umpquaensis ssp. confertus,native
Monocotyledons,Liliaceae,Calochortus umpquaensis ssp. flavicomus,native
Monocotyledons,Liliaceae,Calochortus umpquaensis ssp. umpquaensis,native
Monocotyledons,Liliaceae,Calochortus uniflorus,native
Monocotyledons,Liliaceae,Clintonia andrewsiana,native
Monocotyledons,Liliaceae,Clintonia uniflora,native
Monocotyledons,Liliaceae,Erythronium citrinum,native
Monocotyledons,Liliaceae,Erythronium citrinum var. citrinum,native
Monocotyledons,Liliaceae,Erythronium elegans,native
Monocotyledons,Liliaceae,Erythronium grandiflorum,native
Monocotyledons,Liliaceae,Erythronium grandiflorum var. grandiflorum,native
Monocotyledons,Liliaceae,Erythronium hendersonii,native
Monocotyledons,Liliaceae,Erythronium klamathense,native
Monocotyledons,Liliaceae,Erythronium montanum,native
Monocotyledons,Liliaceae,Erythronium multiscapideum,uncertain
Monocotyledons,Liliaceae,Erythronium oregonum,native
Monocotyledons,Liliaceae,Erythronium revolutum,native
Monocotyledons,Liliaceae,Fritillaria affinis,native
Monocotyledons,Liliaceae,Fritillaria atropurpurea,native
Monocotyledons,Liliaceae,Fritillaria camschatcensis,native
Monocotyledons,Liliaceae,Fritillaria eastwoodiae,uncertain
Monocotyledons,Liliaceae,Fritillaria gentneri,native
Monocotyledons,Liliaceae,Fritillaria glauca,native
Monocotyledons,Liliaceae,Fritillaria pudica,native
Monocotyledons,Liliaceae,Fritillaria purdyi,uncertain
Monocotyledons,Liliaceae,Fritillaria recurva,native
Monocotyledons,Liliaceae,Gagea serotina,native
Monocotyledons,Liliaceae,Lilium bolanderi,native
Monocotyledons,Liliaceae,Lilium columbianum,native
Monocotyledons,Liliaceae,Lilium kelloggii,native
Monocotyledons,Liliaceae,Lilium occidentale,native
Monocotyledons,Liliaceae,Lilium pardalinum,native
Monocotyledons,Liliaceae,Lilium pardalinum ssp. pardalinum,native
Monocotyledons,Liliaceae,Lilium pardalinum ssp. shastense,native
Monocotyledons,Liliaceae,Lilium pardalinum ssp. vollmeri,native
Monocotyledons,Liliaceae,Lilium pardalinum ssp. wigginsii,native
Monocotyledons,Liliaceae,Lilium rubescens,native
Monocotyledons,Liliaceae,Lilium washingtonianum,native
Monocotyledons,Liliaceae,Lilium washingtonianum ssp. purpurascens,native
Monocotyledons,Liliaceae,Prosartes hookeri,native
Monocotyledons,Liliaceae,Prosartes parvifolia,native
Monocotyledons,Liliaceae,Prosartes smithii,native
Monocotyledons,Liliaceae,Prosartes trachycarpa,native
Monocotyledons,Liliaceae,Scoliopus bigelovii,native
Monocotyledons,Liliaceae,Scoliopus hallii,native
Monocotyledons,Liliaceae,Streptopus amplexifolius,native
Monocotyledons,Liliaceae,Streptopus lanceolatus,native
Monocotyledons,Liliaceae,Streptopus streptopoides,native
Monocotyledons,Liliaceae,Streptopus streptopoides var. brevipes,native
Monocotyledons,Liliaceae,Tulipa sylvestris,"exotic, not naturalized"
Monocotyledons,Melanthiaceae,Anticlea elegans,native
Monocotyledons,Melanthiaceae,Anticlea occidentalis,native
Monocotyledons,Melanthiaceae,Toxicoscordion exaltatum,native
Monocotyledons,Melanthiaceae,Toxicoscordion fremontii,native
Monocotyledons,Melanthiaceae,Toxicoscordion micranthum,native
Monocotyledons,Melanthiaceae,Toxicoscordion paniculatum,native
Monocotyledons,Melanthiaceae,Toxicoscordion venenosum,native
Monocotyledons,Melanthiaceae,Trillium albidum,native
Monocotyledons,Melanthiaceae,Trillium albidum ssp. albidum,native
Monocotyledons,Melanthiaceae,Trillium albidum ssp. parviflorum,native
Monocotyledons,Melanthiaceae,Trillium chloropetalum,"exotic, naturalized"
Monocotyledons,Melanthiaceae,Trillium kurabayashii,native
Monocotyledons,Melanthiaceae,Trillium ovatum,native
Monocotyledons,Melanthiaceae,Trillium ovatum ssp. ovatum,native
Monocotyledons,Melanthiaceae,Trillium petiolatum,native
Monocotyledons,Melanthiaceae,Trillium rivale,native
Monocotyledons,Melanthiaceae,Veratrum californicum,native
Monocotyledons,Melanthiaceae,Veratrum californicum var. californicum,native
Monocotyledons,Melanthiaceae,Veratrum californicum var. caudatum,native
Monocotyledons,Melanthiaceae,Veratrum fimbriatum,"exotic, not naturalized"
Monocotyledons,Melanthiaceae,Veratrum insolitum,native
Monocotyledons,Melanthiaceae,Veratrum viride,native
Monocotyledons,Melanthiaceae,Veratrum viride var. eschscholzianum,native
Monocotyledons,Melanthiaceae,Xerophyllum tenax,native
Monocotyledons,Nartheciaceae,Narthecium californicum,native
Monocotyledons,Orchidaceae,Calypso bulbosa,native
Monocotyledons,Orchidaceae,Calypso bulbosa var. occidentalis,native
Monocotyledons,Orchidaceae,Cephalanthera austiniae,native
Monocotyledons,Orchidaceae,Corallorhiza maculata,native
Monocotyledons,Orchidaceae,Corallorhiza mertensiana,native
Monocotyledons,Orchidaceae,Corallorhiza striata,native
Monocotyledons,Orchidaceae,Corallorhiza striata var. striata,native
Monocotyledons,Orchidaceae,Corallorhiza striata var. vreelandii,native
Monocotyledons,Orchidaceae,Corallorhiza trifida,native
Monocotyledons,Orchidaceae,Corallorhiza wisteriana,native
Monocotyledons,Orchidaceae,Cypripedium californicum,native
Monocotyledons,Orchidaceae,Cypripedium fasciculatum,native
Monocotyledons,Orchidaceae,Cypripedium montanum,native
Monocotyledons,Orchidaceae,Epipactis gigantea,native
Monocotyledons,Orchidaceae,Epipactis helleborine,"exotic, naturalized"
Monocotyledons,Orchidaceae,Goodyera oblongifolia,native
Monocotyledons,Orchidaceae,Neottia banksiana,native
Monocotyledons,Orchidaceae,Neottia borealis,native
Monocotyledons,Orchidaceae,Neottia convallarioides,native
Monocotyledons,Orchidaceae,Neottia cordata,native
Monocotyledons,Orchidaceae,Platanthera aquilonis,native
Monocotyledons,Orchidaceae,Platanthera dilatata,native
Monocotyledons,Orchidaceae,Platanthera dilatata var. albiflora,native
Monocotyledons,Orchidaceae,Platanthera dilatata var. dilatata,native
Monocotyledons,Orchidaceae,Platanthera dilatata var. leucostachys,native
Monocotyledons,Orchidaceae,Platanthera elegans,native
Monocotyledons,Orchidaceae,Platanthera elongata,native
Monocotyledons,Orchidaceae,Platanthera ephemerantha,native
Monocotyledons,Orchidaceae,Platanthera huronensis,native
Monocotyledons,Orchidaceae,Platanthera obtusata,native
Monocotyledons,Orchidaceae,Platanthera sparsiflora,native
Monocotyledons,Orchidaceae,Platanthera stricta,native
Monocotyledons,Orchidaceae,Platanthera transversa,native
Monocotyledons,Orchidaceae,Platanthera unalascensis,native
Monocotyledons,Orchidaceae,Spiranthes porrifolia,native
Monocotyledons,Orchidaceae,Spiranthes romanzoffiana,native
Monocotyledons,Orchidaceae,Spiranthes stellata,native
Monocotyledons,Poaceae,_ Aegilotriticum sancti-andreae,"exotic, not naturalized"
Monocotyledons,Poaceae,_ Agropogon lutosus,"exotic, not naturalized"
Monocotyledons,Poaceae,_ Elyhordeum macounii,native
Monocotyledons,Poaceae,_ Elyhordeum stebbinsianum,native
Monocotyledons,Poaceae,_ Elyleymus aristatus,native
Monocotyledons,Poaceae,_ Pseudelymus saxicola,native
Monocotyledons,Poaceae,_ Schedololium holmbergii,"exotic, not naturalized"
Monocotyledons,Poaceae,Aegilops cylindrica,"exotic, naturalized"
Monocotyledons,Poaceae,Aegilops triuncialis,"exotic, naturalized"
Monocotyledons,Poaceae,Aegilops triuncialis var. triuncialis,"exotic, naturalized"
Monocotyledons,Poaceae,Agropyron cristatum,"exotic, naturalized"
Monocotyledons,Poaceae,Agropyron fragile,"exotic, not naturalized"
Monocotyledons,Poaceae,Agrostis _ murbeckii,"exotic, not naturalized"
Monocotyledons,Poaceae,Agrostis blasdalei,native
Monocotyledons,Poaceae,Agrostis canina,"exotic, not naturalized"
Monocotyledons,Poaceae,Agrostis capillaris,"exotic, naturalized"
Monocotyledons,Poaceae,Agrostis castellana,"exotic, naturalized"
Monocotyledons,Poaceae,Agrostis densiflora,native
Monocotyledons,Poaceae,Agrostis exarata,native
Monocotyledons,Poaceae,Agrostis gigantea,"exotic, naturalized"
Monocotyledons,Poaceae,Agrostis hallii,native
Monocotyledons,Poaceae,Agrostis hendersonii,native
Monocotyledons,Poaceae,Agrostis howellii,native
Monocotyledons,Poaceae,Agrostis idahoensis,native
Monocotyledons,Poaceae,Agrostis microphylla,native
Monocotyledons,Poaceae,Agrostis oregonensis,native
Monocotyledons,Poaceae,Agrostis pallens,native
Monocotyledons,Poaceae,Agrostis scabra,native
Monocotyledons,Poaceae,Agrostis stolonifera,"exotic, naturalized"
Monocotyledons,Poaceae,Agrostis swalalahos,native
Monocotyledons,Poaceae,Agrostis variabilis,native
Monocotyledons,Poaceae,Aira caryophyllea,"exotic, naturalized"
Monocotyledons,Poaceae,Aira caryophyllea var. caryophyllea,"exotic, naturalized"
Monocotyledons,Poaceae,Aira elegantissima,"exotic, naturalized"
Monocotyledons,Poaceae,Aira praecox,"exotic, naturalized"
Monocotyledons,Poaceae,Alopecurus aequalis,native
Monocotyledons,Poaceae,Alopecurus aequalis var. aequalis,native
Monocotyledons,Poaceae,Alopecurus arundinaceus,"exotic, naturalized"
Monocotyledons,Poaceae,Alopecurus carolinianus,"exotic, naturalized"
Monocotyledons,Poaceae,Alopecurus geniculatus,uncertain
Monocotyledons,Poaceae,Alopecurus myosuroides,"exotic, not naturalized"
Monocotyledons,Poaceae,Alopecurus pratensis,"exotic, naturalized"
Monocotyledons,Poaceae,Alopecurus saccatus,native
Monocotyledons,Poaceae,Amelichloa caudata,"exotic, not naturalized"
Monocotyledons,Poaceae,Anthoxanthum aristatum,"exotic, naturalized"
Monocotyledons,Poaceae,Anthoxanthum aristatum ssp. aristatum,"exotic, naturalized"
Monocotyledons,Poaceae,Anthoxanthum odoratum,"exotic, naturalized"
Monocotyledons,Poaceae,Apera interrupta,"exotic, naturalized"
Monocotyledons,Poaceae,Apera spica-venti,"exotic, naturalized"
Monocotyledons,Poaceae,Aristida adscensionis,"exotic, not naturalized"
Monocotyledons,Poaceae,Aristida oligantha,native
Monocotyledons,Poaceae,Aristida purpurea,native
Monocotyledons,Poaceae,Aristida purpurea var. longiseta,native
Monocotyledons,Poaceae,Arrhenatherum elatius,"exotic, naturalized"
Monocotyledons,Poaceae,Arrhenatherum elatius ssp. bulbosum,"exotic, naturalized"
Monocotyledons,Poaceae,Arrhenatherum elatius ssp. elatius,"exotic, naturalized"
Monocotyledons,Poaceae,Arthraxon hispidus,"exotic, not naturalized"
Monocotyledons,Poaceae,Arundo donax,"exotic, not naturalized"
Monocotyledons,Poaceae,Avena barbata,"exotic, naturalized"
Monocotyledons,Poaceae,Avena fatua,"exotic, naturalized"
Monocotyledons,Poaceae,Avena sativa,"exotic, not naturalized"
Monocotyledons,Poaceae,Beckmannia syzigachne,native
Monocotyledons,Poaceae,Bouteloua dactyloides,"exotic, not naturalized"
Monocotyledons,Poaceae,Bouteloua gracilis,"exotic, not naturalized"
Monocotyledons,Poaceae,Brachypodium distachyon,"exotic, not naturalized"
Monocotyledons,Poaceae,Brachypodium pinnatum,"exotic, not naturalized"
Monocotyledons,Poaceae,Brachypodium sylvaticum,"exotic, naturalized"
Monocotyledons,Poaceae,Briza maxima,"exotic, naturalized"
Monocotyledons,Poaceae,Briza media,"exotic, not naturalized"
Monocotyledons,Poaceae,Briza minor,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus arenarius,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus briziformis,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus catharticus,"exotic, not naturalized"
Monocotyledons,Poaceae,Bromus catharticus var. catharticus,"exotic, not naturalized"
Monocotyledons,Poaceae,Bromus ciliatus,native
Monocotyledons,Poaceae,Bromus commutatus,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus diandrus,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus hordeaceus,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus inermis,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus japonicus,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus laevipes,native
Monocotyledons,Poaceae,Bromus madritensis,"exotic, not naturalized"
Monocotyledons,Poaceae,Bromus orcuttianus,native
Monocotyledons,Poaceae,Bromus pacificus,native
Monocotyledons,Poaceae,Bromus rubens,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus secalinus,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus sitchensis,native
Monocotyledons,Poaceae,Bromus sitchensis var. carinatus,native
Monocotyledons,Poaceae,Bromus sitchensis var. marginatus,native
Monocotyledons,Poaceae,Bromus sitchensis var. maritimus,native
Monocotyledons,Poaceae,Bromus sitchensis var. sitchensis,native
Monocotyledons,Poaceae,Bromus squarrosus,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus sterilis,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus suksdorfii,native
Monocotyledons,Poaceae,Bromus tectorum,"exotic, naturalized"
Monocotyledons,Poaceae,Bromus vulgaris,native
Monocotyledons,Poaceae,Calamagrostis arenaria,"exotic, naturalized"
Monocotyledons,Poaceae,Calamagrostis arenaria ssp. arenaria,"exotic, naturalized"
Monocotyledons,Poaceae,Calamagrostis breviligulata,"exotic, naturalized"
Monocotyledons,Poaceae,Calamagrostis breviligulata ssp. breviligulata,"exotic, naturalized"
Monocotyledons,Poaceae,Calamagrostis breweri,native
Monocotyledons,Poaceae,Calamagrostis canadensis,native
Monocotyledons,Poaceae,Calamagrostis canadensis var. canadensis,native
Monocotyledons,Poaceae,Calamagrostis canadensis var. langsdorffii,native
Monocotyledons,Poaceae,Calamagrostis howellii,native
Monocotyledons,Poaceae,Calamagrostis koelerioides,native
Monocotyledons,Poaceae,Calamagrostis nutkaensis,native
Monocotyledons,Poaceae,Calamagrostis purpurascens,native
Monocotyledons,Poaceae,Calamagrostis rubescens,native
Monocotyledons,Poaceae,Calamagrostis stricta,native
Monocotyledons,Poaceae,Calamagrostis stricta ssp. inexpansa,native
Monocotyledons,Poaceae,Calamagrostis stricta ssp. stricta,native
Monocotyledons,Poaceae,Calamagrostis tacomensis,native
Monocotyledons,Poaceae,Calamagrostis utsutsuensis,native
Monocotyledons,Poaceae,Catabrosa aquatica,native
Monocotyledons,Poaceae,Cenchrus longispinus,"exotic, naturalized"
Monocotyledons,Poaceae,Chloris radiata,"exotic, not naturalized"
Monocotyledons,Poaceae,Chloris verticillata,"exotic, naturalized"
Monocotyledons,Poaceae,Cinna latifolia,native
Monocotyledons,Poaceae,Cladoraphis cyperoides,"exotic, not naturalized"
Monocotyledons,Poaceae,Coleanthus subtilis,native
Monocotyledons,Poaceae,Cortaderia jubata,"exotic, naturalized"
Monocotyledons,Poaceae,Cortaderia selloana,"exotic, naturalized"
Monocotyledons,Poaceae,Crypsis alopecuroides,"exotic, naturalized"
Monocotyledons,Poaceae,Crypsis schoenoides,"exotic, naturalized"
Monocotyledons,Poaceae,Cynodon _ magennisii,"exotic, not naturalized"
Monocotyledons,Poaceae,Cynodon dactylon,"exotic, naturalized"
Monocotyledons,Poaceae,Cynosurus cristatus,"exotic, naturalized"
Monocotyledons,Poaceae,Cynosurus echinatus,"exotic, naturalized"
Monocotyledons,Poaceae,Dactylis glomerata,"exotic, naturalized"
Monocotyledons,Poaceae,Danthonia californica,native
Monocotyledons,Poaceae,Danthonia decumbens,"exotic, naturalized"
Monocotyledons,Poaceae,Danthonia intermedia,native
Monocotyledons,Poaceae,Danthonia spicata,native
Monocotyledons,Poaceae,Danthonia unispicata,native
Monocotyledons,Poaceae,Deschampsia bolanderi,native
Monocotyledons,Poaceae,Deschampsia cespitosa,native
Monocotyledons,Poaceae,Deschampsia danthonioides,native
Monocotyledons,Poaceae,Deschampsia elongata,native
Monocotyledons,Poaceae,Desmazeria rigida,"exotic, not naturalized"
Monocotyledons,Poaceae,Dichanthelium acuminatum,native
Monocotyledons,Poaceae,Dichanthelium acuminatum ssp. fasciculatum,native
Monocotyledons,Poaceae,Dichanthelium commutatum,"exotic, not naturalized"
Monocotyledons,Poaceae,Dichanthelium commutatum var. commutatum,"exotic, not naturalized"
Monocotyledons,Poaceae,Dichanthelium oligosanthes,native
Monocotyledons,Poaceae,Dichanthelium oligosanthes ssp. scribnerianum,native
Monocotyledons,Poaceae,Digitaria ischaemum,"exotic, naturalized"
Monocotyledons,Poaceae,Digitaria sanguinalis,"exotic, naturalized"
Monocotyledons,Poaceae,Diplachne fusca,native and exotic
Monocotyledons,Poaceae,Diplachne fusca ssp. fascicularis,native
Monocotyledons,Poaceae,Diplachne fusca ssp. uninervia,"exotic, not naturalized"
Monocotyledons,Poaceae,Distichlis spicata,native
Monocotyledons,Poaceae,Echinochloa colona,"exotic, not naturalized"
Monocotyledons,Poaceae,Echinochloa crus-galli,"exotic, naturalized"
Monocotyledons,Poaceae,Echinochloa crus-pavonis,"exotic, not naturalized"
Monocotyledons,Poaceae,Echinochloa crus-pavonis var. crus-pavonis,"exotic, not naturalized"
Monocotyledons,Poaceae,Echinochloa muricata,native
Monocotyledons,Poaceae,Echinochloa muricata var. microstachya,native
Monocotyledons,Poaceae,Eleusine indica,"exotic, not naturalized"
Monocotyledons,Poaceae,Eleusine tristachya,"exotic, not naturalized"
Monocotyledons,Poaceae,Elymus _ hansenii,native
Monocotyledons,Poaceae,Elymus _ saundersii,native
Monocotyledons,Poaceae,Elymus canadensis,native
Monocotyledons,Poaceae,Elymus canadensis var. canadensis,native
Monocotyledons,Poaceae,Elymus ciliaris,"exotic, not naturalized"
Monocotyledons,Poaceae,Elymus elymoides,native
Monocotyledons,Poaceae,Elymus elymoides ssp. brevifolius,native
Monocotyledons,Poaceae,Elymus elymoides ssp. elymoides,native
Monocotyledons,Poaceae,Elymus elymoides ssp. hordeoides,native
Monocotyledons,Poaceae,Elymus glaucus,native
Monocotyledons,Poaceae,Elymus glaucus ssp. glaucus,native
Monocotyledons,Poaceae,Elymus glaucus ssp. virescens,native
Monocotyledons,Poaceae,Elymus hirsutus,native
Monocotyledons,Poaceae,Elymus lanceolatus,native
Monocotyledons,Poaceae,Elymus lanceolatus ssp. lanceolatus,native
Monocotyledons,Poaceae,Elymus lanceolatus ssp. psammophilus,native
Monocotyledons,Poaceae,Elymus lanceolatus ssp. riparius,native
Monocotyledons,Poaceae,Elymus multisetus,native
Monocotyledons,Poaceae,Elymus repens,"exotic, naturalized"
Monocotyledons,Poaceae,Elymus trachycaulus,native
Monocotyledons,Poaceae,Elymus trachycaulus ssp. trachycaulus,native
Monocotyledons,Poaceae,Elymus tsukushiensis,"exotic, not naturalized"
Monocotyledons,Poaceae,Elymus violaceus,native
Monocotyledons,Poaceae,Elymus wawawaiensis,native
Monocotyledons,Poaceae,Eragrostis cilianensis,"exotic, naturalized"
Monocotyledons,Poaceae,Eragrostis curvula,"exotic, naturalized"
Monocotyledons,Poaceae,Eragrostis hypnoides,native
Monocotyledons,Poaceae,Eragrostis lutescens,native
Monocotyledons,Poaceae,Eragrostis mexicana,"exotic, naturalized"
Monocotyledons,Poaceae,Eragrostis mexicana ssp. virescens,"exotic, naturalized"
Monocotyledons,Poaceae,Eragrostis minor,"exotic, naturalized"
Monocotyledons,Poaceae,Eragrostis pectinacea,native
Monocotyledons,Poaceae,Eragrostis pectinacea var. miserrima,"exotic, not naturalized"
Monocotyledons,Poaceae,Eragrostis pectinacea var. pectinacea,native
Monocotyledons,Poaceae,Eragrostis pilosa,"exotic, not naturalized"
Monocotyledons,Poaceae,Eragrostis pilosa var. pilosa,"exotic, not naturalized"
Monocotyledons,Poaceae,Eremopyrum triticeum,"exotic, naturalized"
Monocotyledons,Poaceae,Eriocoma hendersonii,native
Monocotyledons,Poaceae,Eriocoma hymenoides,native
Monocotyledons,Poaceae,Eriocoma lemmonii,native
Monocotyledons,Poaceae,Eriocoma lemmonii ssp. lemmonii,native
Monocotyledons,Poaceae,Eriocoma nelsonii,native
Monocotyledons,Poaceae,Eriocoma nelsonii ssp. dorei,native
Monocotyledons,Poaceae,Eriocoma nelsonii ssp. nelsonii,native
Monocotyledons,Poaceae,Eriocoma nevadensis,native
Monocotyledons,Poaceae,Eriocoma occidentalis,native
Monocotyledons,Poaceae,Eriocoma occidentalis ssp. californica,native
Monocotyledons,Poaceae,Eriocoma occidentalis ssp. pubescens,native
Monocotyledons,Poaceae,Eriocoma pinetorum,native
Monocotyledons,Poaceae,Eriocoma richardsonii,native
Monocotyledons,Poaceae,Eriocoma thurberiana,native
Monocotyledons,Poaceae,Eriocoma wallowaensis,native
Monocotyledons,Poaceae,Eriocoma webberi,native
Monocotyledons,Poaceae,Festuca brachyphylla,native
Monocotyledons,Poaceae,Festuca californica,native
Monocotyledons,Poaceae,Festuca californica var. californica,native
Monocotyledons,Poaceae,Festuca campestris,native
Monocotyledons,Poaceae,Festuca elmeri,native
Monocotyledons,Poaceae,Festuca filiformis,"exotic, not naturalized"
Monocotyledons,Poaceae,Festuca idahoensis,native
Monocotyledons,Poaceae,Festuca lemanii,"exotic, naturalized"
Monocotyledons,Poaceae,Festuca occidentalis,native
Monocotyledons,Poaceae,Festuca roemeri,native
Monocotyledons,Poaceae,Festuca roemeri var. klamathensis,native
Monocotyledons,Poaceae,Festuca roemeri var. roemeri,native
Monocotyledons,Poaceae,Festuca rubra,native and exotic
Monocotyledons,Poaceae,Festuca rubra ssp. commutata,"exotic, naturalized"
Monocotyledons,Poaceae,Festuca rubra ssp. fallax,"exotic, not naturalized"
Monocotyledons,Poaceae,Festuca rubra ssp. juncea,native
Monocotyledons,Poaceae,Festuca rubra ssp. mediana,uncertain
Monocotyledons,Poaceae,Festuca rubra ssp. rubra,"exotic, naturalized"
Monocotyledons,Poaceae,Festuca rubra ssp. secunda,uncertain
Monocotyledons,Poaceae,Festuca saximontana,native
Monocotyledons,Poaceae,Festuca saximontana ssp. purpusiana,native
Monocotyledons,Poaceae,Festuca subulata,native
Monocotyledons,Poaceae,Festuca subuliflora,native
Monocotyledons,Poaceae,Festuca trachyphylla,"exotic, naturalized"
Monocotyledons,Poaceae,Festuca valesiaca,"exotic, naturalized"
Monocotyledons,Poaceae,Festuca viridula,native
Monocotyledons,Poaceae,Gastridium phleoides,"exotic, naturalized"
Monocotyledons,Poaceae,Glyceria _ occidentalis,native and exotic
Monocotyledons,Poaceae,Glyceria borealis,native
Monocotyledons,Poaceae,Glyceria canadensis,"exotic, not naturalized"
Monocotyledons,Poaceae,Glyceria canadensis var. canadensis,"exotic, not naturalized"
Monocotyledons,Poaceae,Glyceria declinata,"exotic, naturalized"
Monocotyledons,Poaceae,Glyceria elata,native
Monocotyledons,Poaceae,Glyceria fluitans,"exotic, naturalized"
Monocotyledons,Poaceae,Glyceria grandis,native
Monocotyledons,Poaceae,Glyceria grandis var. grandis,native
Monocotyledons,Poaceae,Glyceria leptostachya,native
Monocotyledons,Poaceae,Glyceria striata,native
Monocotyledons,Poaceae,Graphephorum canescens,native
Monocotyledons,Poaceae,Graphephorum cernuum,native
Monocotyledons,Poaceae,Graphephorum wolfii,native
Monocotyledons,Poaceae,Greeneochloa tweedyi,native
Monocotyledons,Poaceae,Hainardia cylindrica,"exotic, not naturalized"
Monocotyledons,Poaceae,Hesperostipa comata,native
Monocotyledons,Poaceae,Hesperostipa comata ssp. comata,native
Monocotyledons,Poaceae,Hierochloë occidentalis,native
Monocotyledons,Poaceae,Hierochloë odorata,native
Monocotyledons,Poaceae,Holcus lanatus,"exotic, naturalized"
Monocotyledons,Poaceae,Holcus mollis,"exotic, naturalized"
Monocotyledons,Poaceae,Hordeum brachyantherum,native
Monocotyledons,Poaceae,Hordeum depressum,native
Monocotyledons,Poaceae,Hordeum jubatum,native
Monocotyledons,Poaceae,Hordeum jubatum ssp. jubatum,native
Monocotyledons,Poaceae,Hordeum marinum,"exotic, naturalized"
