"","Group","Family","taxon.rank","taxon.id","taxon.name","establishment","endemic","OregonFlora"
"730","Dicotyledons","Ranunculaceae","species",57240,"Ranunculus muricatus","introduced","","exotic, naturalized"
"731","Monocotyledons","Poaceae","species",68033,"Bromus briziformis","introduced","","exotic, naturalized"
"732","","","species",404973,"Plantago indica","introduced","",""
"733","Dicotyledons","Boraginaceae","species",51726,"Myosotis arvensis","introduced","","exotic, naturalized"
"734","Monocotyledons","Asparagaceae","species",56132,"Hyacinthoides non-scripta","introduced","","exotic, not naturalized"
"735","Dicotyledons","Brassicaceae","species",75390,"Alyssum simplex","introduced","","exotic, naturalized"
"736","","","species",77120,"Euphorbia virgata","introduced","",""
"737","Dicotyledons","Rubiaceae","species",84328,"Galium verum","introduced","","exotic, naturalized"
"738","Dicotyledons","Apiaceae","species",124544,"Anthriscus sylvestris","introduced","","exotic, not naturalized"
"739","","","species",1019125,"Petasites pyrenaicus","introduced","",""
"740","Dicotyledons","Plantaginaceae","species",52405,"Linaria maroccana","introduced","","exotic, naturalized"
"741","Monocotyledons","Pontederiaceae","species",52599,"Pontederia cordata","introduced","","exotic, not naturalized"
"742","Dicotyledons","Violaceae","species",55760,"Viola arvensis","introduced","","exotic, naturalized"
"743","Monocotyledons","Amaryllidaceae","species",61827,"Amaryllis belladonna","introduced","","exotic, not naturalized"
"744","Dicotyledons","Balsaminaceae","species",77490,"Impatiens balfourii","introduced","","exotic, naturalized"
"745","","","species",78563,"Phyllostachys aurea","introduced","",""
"746","Dicotyledons","Fabaceae","species",338471,"Trifolium suffocatum","introduced","","exotic, not naturalized"
"747","Dicotyledons","Caryophyllaceae","species",55759,"Silene dioica","introduced","","exotic, naturalized"
"748","Monocotyledons","Poaceae","species",60284,"Elymus repens","introduced","","exotic, naturalized"
"749","Dicotyledons","Oleaceae","species",128769,"Ligustrum sinense","introduced","","exotic, not naturalized"
"750","","","hybrid",1446403,"Viola × williamsii","introduced","",""
"751","","","species",50868,"Quercus suber","introduced","",""
"752","Dicotyledons","Euphorbiaceae","species",55766,"Euphorbia cyparissias","introduced","","exotic, naturalized"
"753","Dicotyledons","Asteraceae","species",75501,"Arctium lappa","introduced","","exotic, naturalized"
"754","","","species",76158,"Catalpa speciosa","introduced","",""
"755","Dicotyledons","Amaranthaceae","species",76746,"Dysphania ambrosioides","introduced","","exotic, naturalized"
"756","Monocotyledons","Poaceae","species",78636,"Poa compressa","introduced","","exotic, naturalized"
"757","Monocotyledons","Poaceae","species",78642,"Poa infirma","introduced","","exotic, naturalized"
"758","Dicotyledons","Asteraceae","species",79385,"Tragopogon pratensis","introduced","","exotic, naturalized"
"759","Dicotyledons","Fabaceae","species",79409,"Trifolium aureum","introduced","","exotic, naturalized"
"760","Dicotyledons","Rosaceae","species",126808,"Prunus mahaleb","introduced","","exotic, naturalized"
"761","","","species",131586,"Colchicum autumnale","introduced","",""
"762","","","species",142928,"Pachysandra terminalis","introduced","",""
"763","Dicotyledons","Euphorbiaceae","species",162821,"Euphorbia esula","introduced","","exotic, naturalized"
"764","","","species",164133,"Iris sanguinea","introduced","",""
"765","","","species",166114,"Papaver orientale","introduced","",""
"766","Dicotyledons","Boraginaceae","species",336671,"Myosotis ramosissima","introduced","","exotic, not naturalized"
"767","Dicotyledons","Asteraceae","species",52856,"Artemisia vulgaris","introduced","","exotic, naturalized"
"768","Dicotyledons","Caryophyllaceae","species",75310,"Agrostemma githago","introduced","","exotic, naturalized"
"769","","","species",79147,"Soleirolia soleirolii","introduced","",""
"770","","","species",167599,"Pulmonaria officinalis","introduced","",""
"771","","","species",406034,"Silene chalcedonica","introduced","",""
"772","","","hybrid",709635,"Iris × germanica","introduced","",""
"773","Dicotyledons","Fabaceae","species",51810,"Laburnum anagyroides","introduced","","exotic, not naturalized"
"774","Dicotyledons","Caryophyllaceae","species",53307,"Cerastium fontanum","introduced","","exotic, naturalized"
"775","Dicotyledons","Brassicaceae","species",55399,"Crambe maritima","introduced","","exotic, naturalized"
"776","Dicotyledons","Plantaginaceae","species",56129,"Veronica hederifolia","introduced","","exotic, naturalized"
"777","","","species",60981,"Senecio glomeratus","introduced","",""
"778","Monocotyledons","Poaceae","species",75314,"Agrostis gigantea","introduced","","exotic, naturalized"
"779","Dicotyledons","Rhamnaceae","species",76177,"Ceanothus gloriosus","introduced","","exotic, not naturalized"
"780","Dicotyledons","Polygonaceae","species",77129,"Fallopia convolvulus","introduced","","exotic, naturalized"
"781","","","species",164131,"Iris pallida","introduced","",""
"782","","","species",773021,"Sporobolus alopecuroides","introduced","",""
"783","Dicotyledons","Polygonaceae","species",57215,"Rumex conglomeratus","introduced","","exotic, naturalized"
"784","","","species",58316,"Salix babylonica","introduced","",""
"785","","","species",60218,"Ficus carica","introduced","",""
"786","Dicotyledons","Brassicaceae","species",75970,"Camelina microcarpa","introduced","","exotic, naturalized"
"787","Dicotyledons","Malvaceae","species",77411,"Hibiscus trionum","introduced","","exotic, naturalized"
"788","Dicotyledons","Rosaceae","species",141714,"Crataegus phaenopyrum","introduced","","exotic, naturalized"
"789","Dicotyledons","Crassulaceae","species",204380,"Phedimus spurius","introduced","","exotic, not naturalized"
"790","","","species",862704,"Scilla siberica","introduced","",""
"791","Monocotyledons","Poaceae","species",58371,"Cynodon dactylon","introduced","","exotic, naturalized"
"792","Monocotyledons","Typhaceae","species",60316,"Typha angustifolia","introduced","","exotic, naturalized"
"793","Dicotyledons","Asteraceae","species",60350,"Artemisia absinthium","introduced","","exotic, naturalized"
"794","","","species",61475,"Allium neapolitanum","introduced","",""
"795","","","species",63512,"Acer palmatum","introduced","",""
"796","Monocotyledons","Poaceae","species",75290,"Aegilops cylindrica","introduced","","exotic, naturalized"
"797","Dicotyledons","Caryophyllaceae","species",75553,"Arenaria serpyllifolia","introduced","","exotic, naturalized"
"798","","","species",77741,"Ligustrum ovalifolium","introduced","",""
"799","Dicotyledons","Lamiaceae","species",133036,"Lycopus europaeus","introduced","","exotic, not naturalized"
"800","","","species",768203,"Koenigia polystachya","introduced","",""
"801","","","species",53547,"Ulmus americana","introduced","",""
"802","Dicotyledons","Rosaceae","species",53771,"Cotoneaster horizontalis","introduced","","exotic, naturalized"
"803","Dicotyledons","Salicaceae","species",54849,"Salix purpurea","introduced","","exotic, not naturalized"
"804","Dicotyledons","Geraniaceae","species",57090,"Erodium botrys","introduced","","exotic, naturalized"
"805","","","species",58320,"Koelreuteria paniculata","introduced","",""
"806","Dicotyledons","Ericaceae","species",63749,"Vaccinium macrocarpon","introduced","","exotic, naturalized"
"807","Monocotyledons","Poaceae","species",75312,"Agrostis capillaris","introduced","","exotic, naturalized"
"808","Dicotyledons","Asteraceae","species",77719,"Leucanthemum maximum","introduced","","exotic, not naturalized"
"809","Monocotyledons","Poaceae","species",79070,"Setaria viridis","introduced","","exotic, naturalized"
"810","Dicotyledons","Vitaceae","species",79519,"Vitis vinifera","introduced","","exotic, not naturalized"
"811","","","species",128838,"Symphoricarpos orbiculatus","introduced","",""
"812","Dicotyledons","Brassicaceae","species",545305,"Cardamine occulta","introduced","","exotic, not naturalized"
"813","Dicotyledons","Fabaceae","species",55441,"Onobrychis viciifolia","introduced","","exotic, naturalized"
"814","Dicotyledons","Geraniaceae","species",57643,"Geranium purpureum","introduced","","exotic, not naturalized"
"815","Dicotyledons","Asteraceae","species",76135,"Carthamus tinctorius","introduced","","exotic, naturalized"
"816","Dicotyledons","Asteraceae","species",77102,"Euchiton sphaericus","introduced","","exotic, naturalized"
"817","","","species",77136,"Festuca bromoides","introduced","",""
"818","","","species",77781,"Linum grandiflorum","introduced","",""
"819","Dicotyledons","Fabaceae","species",79429,"Trifolium resupinatum","introduced","","exotic, not naturalized"
"820","","","species",162710,"Eryngium planum","introduced","",""
"821","","","hybrid",181862,"Salix × pendulina","introduced","",""
"822","","","species",450615,"Viburnum farreri","introduced","",""
"823","","","species",553036,"Salix integra","introduced","",""
"824","","","species",1369716,"Lamium hybridum","introduced","",""
"825","Dicotyledons","Linaceae","species",51306,"Linum usitatissimum","introduced","","exotic, naturalized"
"826","Dicotyledons","Fabaceae","species",54522,"Pisum sativum","introduced","","exotic, naturalized"
"827","Dicotyledons","Tamaricaceae","species",56011,"Tamarix parviflora","introduced","","exotic, naturalized"
"828","Monocotyledons","Poaceae","species",59210,"Bromus rubens","introduced","","exotic, naturalized"
"829","Dicotyledons","Lamiaceae","species",61396,"Origanum vulgare","introduced","","exotic, naturalized"
"830","","","species",76763,"Echium pininana","introduced","",""
"831","Dicotyledons","Rubiaceae","species",77193,"Galium divaricatum","introduced","","exotic, naturalized"
"832","Dicotyledons","Solanaceae","species",79138,"Solanum furcatum","introduced","","exotic, naturalized"
"833","","","species",117437,"Phlox paniculata","introduced","",""
"834","Dicotyledons","Violaceae","species",128617,"Viola lanceolata","introduced","","exotic, naturalized"
"835","","","species",47912,"Asclepias tuberosa","introduced","",""
"836","Dicotyledons","Boraginaceae","species",49132,"Myosotis latifolia","introduced","","exotic, naturalized"
"837","","","species",54428,"Crataegus laevigata","introduced","",""
"838","Dicotyledons","Malvaceae","species",55977,"Malva moschata","introduced","","exotic, naturalized"
"839","Dicotyledons","Fabaceae","species",57308,"Vicia lutea","introduced","","exotic, naturalized"
"840","Dicotyledons","Rosaceae","species",76461,"Cotoneaster simonsii","introduced","","exotic, naturalized"
"841","Monocotyledons","Poaceae","species",79006,"Sclerochloa dura","introduced","","exotic, naturalized"
"842","Dicotyledons","Fabaceae","species",79181,"Sphaerophysa salsula","introduced","","exotic, naturalized"
"843","Dicotyledons","Caprifoliaceae","species",82342,"Lonicera maackii","introduced","","exotic, not naturalized"
"844","","","species",133356,"Cercidiphyllum japonicum","introduced","",""
"845","","","species",159827,"Caragana arborescens","introduced","",""
"846","","","species",160347,"Cerastium tomentosum","introduced","",""
"847","Dicotyledons","Asteraceae","species",163785,"Hieracium lachenalii","introduced","","exotic, naturalized"
"848","Dicotyledons","Rosaceae","species",166740,"Photinia serratifolia","introduced","","exotic, not naturalized"
"849","","","species",204340,"Lamprocapnos spectabilis","introduced","",""
"850","Dicotyledons","Fabaceae","species",334746,"Ornithopus compressus","introduced","","exotic, naturalized"
"851","","","species",711086,"Pilosella caespitosa","introduced","",""
"852","Dicotyledons","Fabaceae","species",47406,"Spartium junceum","introduced","","exotic, naturalized"
"853","Monocotyledons","Poaceae","species",48448,"Zea mays","introduced","","exotic, not naturalized"
"854","","","species",49226,"Amelanchier arborea","introduced","",""
"855","","","species",55859,"Cyclamen coum","introduced","",""
"856","Dicotyledons","Asteraceae","species",56170,"Galinsoga quadriradiata","introduced","","exotic, naturalized"
"857","Dicotyledons","Ranunculaceae","species",56871,"Eranthis hyemalis","introduced","","exotic, not naturalized"
"858","Dicotyledons","Asteraceae","species",64209,"Centromadia pungens","introduced","","exotic, naturalized"
"859","Dicotyledons","Brassicaceae","species",75566,"Armoracia rusticana","introduced","","exotic, not naturalized"
"860","Dicotyledons","Caprifoliaceae","species",77836,"Lonicera tatarica","introduced","","exotic, not naturalized"
"861","","","species",78217,"Nicandra physalodes","introduced","",""
"862","Monocotyledons","Cyperaceae","species",79002,"Scirpus cyperinus","introduced","","exotic, naturalized"
"863","Monocotyledons","Zosteraceae","species",79558,"Zostera japonica","introduced","","exotic, naturalized"
"864","","","species",160358,"Ceratostigma plumbaginoides","introduced","",""
"865","Dicotyledons","Polygonaceae","species",168250,"Rumex sanguineus","introduced","","exotic, naturalized"
"866","","","species",836721,"Gypsophila vaccaria","introduced","",""
"867","","","species",53108,"Lactuca virosa","introduced","",""
"868","Monocotyledons","Poaceae","species",57182,"Hordeum vulgare","introduced","","exotic, not naturalized"
"869","Dicotyledons","Asteraceae","species",58798,"Artemisia biennis","introduced","","native"
"870","Monocotyledons","Poaceae","species",75904,"Bromus japonicus","introduced","","exotic, naturalized"
"871","Dicotyledons","Asteraceae","species",76456,"Cota tinctoria","introduced","","exotic, not naturalized"
"872","Dicotyledons","Rosaceae","species",78755,"Prunus persica","introduced","","exotic, not naturalized"
"873","Dicotyledons","Ranunculaceae","species",78818,"Ranunculus arvensis","introduced","","exotic, naturalized"
"874","","","species",82689,"Arbutus unedo","introduced","",""
"875","","","hybrid",244525,"Iris × hollandica","introduced","",""
"876","","","species",244745,"Anemone coronaria","introduced","",""
"877","","","species",336005,"Campanula poscharskyana","introduced","",""
"878","","","species",51251,"Rheum rhabarbarum","introduced","",""
"879","Monocotyledons","Xanthorrhoeaceae","species",51754,"Phormium tenax","introduced","","exotic, not naturalized"
"880","Dicotyledons","Urticaceae","species",51884,"Urtica dioica","introduced","","native and exotic"
"881","Dicotyledons","Rosaceae","species",55732,"Potentilla norvegica","introduced","","exotic, naturalized"
"882","Dicotyledons","Rosaceae","species",55811,"Prunus spinosa","introduced","","exotic, naturalized"
"883","","","species",55821,"Rumex acetosa","introduced","",""
"884","","","species",55827,"Helleborus foetidus","introduced","",""
"885","Dicotyledons","Apiaceae","species",59778,"Pastinaca sativa","introduced","","exotic, naturalized"
"886","Dicotyledons","Fabaceae","species",61021,"Trifolium glomeratum","introduced","","exotic, naturalized"
"887","Dicotyledons","Fabaceae","species",61821,"Lathyrus tingitanus","introduced","","exotic, naturalized"
"888","Dicotyledons","Apiaceae","species",67759,"Coriandrum sativum","introduced","","exotic, not naturalized"
"889","Dicotyledons","Asteraceae","species",76444,"Coreopsis lanceolata","introduced","","exotic, naturalized"
"890","Monocotyledons","Poaceae","species",76849,"Eragrostis cilianensis","introduced","","exotic, naturalized"
"891","","","species",77739,"Ligustrum japonicum","introduced","",""
"892","","","species",77990,"Mentha aquatica","introduced","",""
"893","Dicotyledons","Menyanthaceae","species",78237,"Nymphoides peltata","introduced","","exotic, naturalized"
"894","Dicotyledons","Dipsacaceae","species",117438,"Dipsacus laciniatus","introduced","","exotic, not naturalized"
"895","","","species",127306,"Wisteria sinensis","introduced","",""
"896","","","species",129061,"Rubus rolfei","introduced","",""
"897","","","species",141623,"Platycodon grandiflorus","introduced","",""
"898","","","species",143793,"Prunus padus","introduced","",""
"899","","","species",181901,"Zinnia elegans","introduced","",""
"900","","","hybrid",336675,"Calystegia × lucana","introduced","",""
"901","Monocotyledons","Poaceae","species",357708,"Phyllostachys vivax","introduced","","exotic, not naturalized"
"902","","","hybrid",450392,"Geranium × oxonianum","introduced","",""
"903","","","hybrid",495238,"Salix × fragilis","introduced","",""
"904","","","species",634692,"Filago arvensis","introduced","",""
"905","","","species",702805,"Malva trimestris","introduced","",""
"906","","","species",773038,"Sporobolus schoenoides","introduced","",""
"907","Dicotyledons","Brassicaceae","species",891469,"Lepidium chalepense","introduced","","exotic, naturalized"
"908","","","species",1555489,"Mutarda nigra","introduced","",""
"909","","","hybrid",1601928,"Centaurea × psammogena","introduced","",""
"910","Dicotyledons","Primulaceae","species",48062,"Lysimachia terrestris","introduced","","exotic, naturalized"
"911","Dicotyledons","Balsaminaceae","species",51736,"Impatiens parviflora","introduced","","exotic, naturalized"
"912","","","species",52501,"Kolkwitzia amabilis","introduced","",""
"913","","","species",56206,"Aucuba japonica","introduced","",""
"914","Dicotyledons","Papaveraceae","species",57852,"Fumaria capreolata","introduced","","exotic, not naturalized"
"915","Dicotyledons","Asteraceae","species",57922,"Centaurea melitensis","introduced","","exotic, naturalized"
"916","Monocotyledons","Poaceae","species",60295,"Paspalum dilatatum","introduced","","exotic, naturalized"
"917","Dicotyledons","Linaceae","species",60491,"Linum perenne","introduced","","exotic, naturalized"
"918","Dicotyledons","Caryophyllaceae","species",61480,"Saponaria ocymoides","introduced","","exotic, not naturalized"
"919","Dicotyledons","Primulaceae","species",62338,"Lysimachia vulgaris","introduced","","exotic, not naturalized"
"920","","","species",62941,"Ipomoea batatas","introduced","",""
"921","Monocotyledons","Poaceae","species",75913,"Bromus squarrosus","introduced","","exotic, naturalized"
"922","Dicotyledons","Lythraceae","species",77919,"Lythrum tribracteatum","introduced","","exotic, naturalized"
"923","Dicotyledons","Malvaceae","species",77950,"Malva arborea","introduced","","exotic, not naturalized"
"924","Dicotyledons","Ulmaceae","species",79461,"Ulmus minor","introduced","","exotic, not naturalized"
"925","","","species",117429,"Betula nigra","introduced","",""
"926","Dicotyledons","Sapindaceae","species",123638,"Acer ginnala","introduced","","exotic, not naturalized"
"927","","","species",127228,"Bergenia crassifolia","introduced","",""
"928","","","species",127412,"Leycesteria formosa","introduced","",""
"929","Dicotyledons","Fabaceae","species",129107,"Robinia hispida","introduced","","exotic, naturalized"
"930","","","species",135879,"Juniperus rigida","introduced","",""
"931","","","species",155124,"Cornus sanguinea","introduced","",""
"932","Monocotyledons","Poaceae","species",158209,"Alopecurus arundinaceus","introduced","","exotic, naturalized"
"933","Dicotyledons","Solanaceae","species",163951,"Hyoscyamus niger","introduced","","exotic, naturalized"
"934","","","species",164763,"Lonicera fragrantissima","introduced","",""
"935","","","species",169078,"Solanum pseudocapsicum","introduced","",""
"936","","","species",204259,"Bromus rigidus","introduced","",""
"937","","","species",320685,"Geranium macrorrhizum","introduced","",""
"938","","","species",336266,"Echinops bannaticus","introduced","",""
"939","","","species",404400,"Osmanthus heterophyllus","introduced","",""
"940","","","hybrid",1363650,"Hylotelephium × mottramianum","introduced","",""
"941","","","species",47553,"Taxus baccata","introduced","",""
"942","Monocotyledons","Poaceae","species",48688,"Setaria pumila","introduced","","exotic, naturalized"
"943","","","species",49186,"Castanea dentata","introduced","",""
"944","Dicotyledons","Asteraceae","species",53007,"Carduus tenuiflorus","introduced","","exotic, naturalized"
"945","Dicotyledons","Lamiaceae","species",55828,"Lamium maculatum","introduced","","exotic, not naturalized"
"946","","","species",56015,"Tamarix ramosissima","introduced","",""
"947","","","species",56136,"Primula vulgaris","introduced","",""
"948","","","species",56739,"Ricinus communis","introduced","",""
"949","Dicotyledons","Ranunculaceae","species",57426,"Adonis aestivalis","introduced","","exotic, naturalized"
"950","Gymnosperms","Pinaceae","species",58722,"Pinus sylvestris","introduced","","exotic, naturalized"
"951","Monocotyledons","Butomaceae","species",60462,"Butomus umbellatus","introduced","","exotic, not naturalized"
"952","","","species",64323,"Trachycarpus fortunei","introduced","",""
"953","","","species",64350,"Ginkgo biloba","introduced","",""
"954","Dicotyledons","Berberidaceae","species",75758,"Berberis vulgaris","introduced","","exotic, not naturalized"
"955","Monocotyledons","Cyperaceae","species",76584,"Cyperus esculentus","introduced","","exotic, naturalized"
"956","","","species",76647,"Dianthus deltoides","introduced","",""
"957","Monocotyledons","Poaceae","species",77225,"Gastridium phleoides","introduced","","exotic, naturalized"
"958","Dicotyledons","Fabaceae","species",79503,"Vicia lathyroides","introduced","","exotic, not naturalized"
"959","","","species",124741,"Viburnum lantana","introduced","",""
"960","Monocotyledons","Asparagaceae","species",127065,"Ornithogalum nutans","introduced","","exotic, not naturalized"
"961","","","species",130800,"Pseudofumaria lutea","introduced","",""
"962","Dicotyledons","Celastraceae","species",130893,"Euonymus fortunei","introduced","","exotic, not naturalized"
"963","","","species",132458,"Thunbergia alata","introduced","",""
"964","Dicotyledons","Asteraceae","species",133951,"Inula helenium","introduced","","exotic, naturalized"
"965","Dicotyledons","Polygonaceae","species",145601,"Fagopyrum esculentum","introduced","","exotic, not naturalized"
"966","Monocotyledons","Poaceae","species",158129,"Agropyron fragile","introduced","","exotic, not naturalized"
"967","","","species",158549,"Aralia elata","introduced","",""
"968","Dicotyledons","Asteraceae","species",160277,"Centaurea nigrescens","introduced","","exotic, not naturalized"
"969","Dicotyledons","Hypericaceae","species",163956,"Hypericum boreale","introduced","","exotic, naturalized"
"970","","","species",164232,"Jasminum nudiflorum","introduced","",""
"971","","","species",165104,"Malus baccata","introduced","",""
"972","Dicotyledons","Apiaceae","species",166880,"Pimpinella saxifraga","introduced","","exotic, not naturalized"
"973","","","species",169144,"Sorbaria sorbifolia","introduced","",""
"974","","","species",337821,"Deutzia crenata","introduced","",""
"975","","","hybrid",411036,"Fuchsia × hybrida","introduced","",""
"976","","","species",418653,"Tetragonia tetragonoides","introduced","",""
"977","","","species",50171,"Phacelia campanularia","introduced","",""
"978","Dicotyledons","Crassulaceae","species",55734,"Sedum acre","introduced","","exotic, not naturalized"
"979","","","species",55850,"Petasites hybridus","introduced","",""
"980","Dicotyledons","Euphorbiaceae","species",56292,"Euphorbia helioscopia","introduced","","exotic, naturalized"
"981","Dicotyledons","Fabaceae","species",57065,"Melilotus indicus","introduced","","exotic, naturalized"
"982","Monocotyledons","Poaceae","species",57191,"Phalaris canariensis","introduced","","exotic, not naturalized"
"983","","","species",57418,"Polygonatum multiflorum","introduced","",""
"984","Dicotyledons","Boraginaceae","species",57723,"Echium candicans","introduced","","exotic, not naturalized"
"985","Monocotyledons","Poaceae","species",58387,"Sorghum halepense","introduced","","exotic, naturalized"
"986","","","species",60253,"Alisma plantago-aquatica","introduced","",""
"987","Monocotyledons","Iridaceae","species",68896,"Romulea rosea","introduced","","exotic, not naturalized"
"988","Dicotyledons","Brassicaceae","species",71136,"Barbarea verna","introduced","","exotic, naturalized"
"989","Dicotyledons","Apiaceae","species",75445,"Anethum graveolens","introduced","","exotic, not naturalized"
"990","Monocotyledons","Poaceae","species",75900,"Bromus commutatus","introduced","","exotic, naturalized"
"991","","","species",77740,"Ligustrum lucidum","introduced","",""
"992","Dicotyledons","Rosaceae","species",78718,"Potentilla anglica","introduced","","exotic, not naturalized"
"993","","","species",84349,"Campanula glomerata","introduced","",""
"994","Dicotyledons","Onagraceae","species",84517,"Epilobium hirsutum","introduced","","exotic, naturalized"
"995","","","species",122860,"Phaseolus coccineus","introduced","",""
"996","","","species",128724,"Puschkinia scilloides","introduced","",""
"997","","","species",128781,"Campanula punctata","introduced","",""
"998","","","species",128798,"Aronia melanocarpa","introduced","",""
"999","Dicotyledons","Dipsacaceae","species",129115,"Knautia arvensis","introduced","","exotic, not naturalized"
"1000","","","species",132224,"Lysimachia clethroides","introduced","",""
"1001","Dicotyledons","Ranunculaceae","species",160691,"Clematis orientalis","introduced","","exotic, not naturalized"
"1002","","","species",167309,"Portulaca grandiflora","introduced","",""
"1003","Dicotyledons","Brassicaceae","species",167973,"Rorippa sylvestris","introduced","","exotic, naturalized"
"1004","","","species",168763,"Selaginella kraussiana","introduced","",""
"1005","","","hybrid",170914,"Petunia × atkinsiana","introduced","",""
"1006","","","hybrid",181681,"Photinia × fraseri","introduced","",""
"1007","","","species",181791,"Melianthus major","introduced","",""
"1008","","","species",204330,"Iris domestica","introduced","",""
"1009","","","species",349786,"Euonymus japonicus","introduced","",""
"1010","","","species",402509,"Pilosella officinarum","introduced","",""
"1011","","","species",866252,"Lolium pratense","introduced","",""
"1012","","","species",866483,"Alchemilla arvensis","introduced","",""
"1013","Pteridophytes","Cyatheaceae","species",1454328,"Sphaeropteris cooperi","introduced","","exotic, not naturalized"
"1014","","","hybrid",1524732,"Campsis × tagliabueana","introduced","",""
"1015","","","species",48502,"Cercis canadensis","introduced","",""
"1016","Dicotyledons","Aizoaceae","species",49322,"Carpobrotus edulis","introduced","","exotic, not naturalized"
"1017","","","species",49524,"Lilium lancifolium","introduced","",""
"1018","Dicotyledons","Asteraceae","species",52838,"Anthemis arvensis","introduced","","exotic, naturalized"
"1019","Dicotyledons","Rosaceae","species",53375,"Cotoneaster pannosus","introduced","","exotic, naturalized"
"1020","","","species",55022,"Jasione montana","introduced","",""
"1021","Monocotyledons","Amaryllidaceae","species",56027,"Narcissus tazetta","introduced","","exotic, not naturalized"
"1022","","","species",56164,"Verbascum nigrum","introduced","",""
"1023","Dicotyledons","Rosaceae","species",58735,"Malus prunifolia","introduced","","exotic, not naturalized"
"1024","Dicotyledons","Geraniaceae","species",60204,"Geranium pusillum","introduced","","exotic, naturalized"
"1025","Monocotyledons","Poaceae","species",60276,"Bromus catharticus","introduced","","exotic, not naturalized"
"1026","","","species",64130,"Verbascum virgatum","introduced","",""
"1027","Dicotyledons","Boraginaceae","species",75430,"Anchusa officinalis","introduced","","exotic, naturalized"
"1028","","","species",75490,"Aponogeton distachyos","introduced","",""
"1029","Dicotyledons","Brassicaceae","species",75762,"Berteroa incana","introduced","","exotic, not naturalized"
"1030","Dicotyledons","Brassicaceae","species",75869,"Brassica napus","introduced","","exotic, not naturalized"
"1031","Dicotyledons","Cannabaceae","species",75997,"Cannabis sativa","introduced","","exotic, not naturalized"
"1032","","","species",76762,"Echinops sphaerocephalus","introduced","",""
"1033","Dicotyledons","Solanaceae","species",77902,"Lycium barbarum","introduced","","exotic, not naturalized"
"1034","","","species",78465,"Petroselinum crispum","introduced","",""
"1035","","","species",83074,"Magnolia grandiflora","introduced","",""
"1036","","","species",85439,"Dianthus gratianopolitanus","introduced","",""
"1037","","","species",116735,"Rudbeckia laciniata","introduced","",""
"1038","Dicotyledons","Orobanchaceae","species",118893,"Euphrasia nemorosa","introduced","","exotic, naturalized"
"1039","","","species",122343,"Allium tuberosum","introduced","",""
"1040","","","species",124548,"Lonicera xylosteum","introduced","",""
"1041","","","species",127181,"Pieris japonica","introduced","",""
"1042","Dicotyledons","Viburnaceae","species",128688,"Viburnum rhytidophyllum","introduced","","exotic, not naturalized"
"1043","","","species",131623,"Astrantia major","introduced","",""
"1044","","","species",133350,"Impatiens balsamina","introduced","",""
"1045","Dicotyledons","Rosaceae","species",133353,"Malus toringo","introduced","","exotic, naturalized"
"1046","","","species",135394,"Lagerstroemia indica","introduced","",""
"1047","","","species",146876,"Malva alcea","introduced","",""
"1048","","","species",163812,"Hippophae rhamnoides","introduced","",""
"1049","Monocotyledons","Poaceae","species",165474,"Miscanthus sinensis","introduced","","exotic, not naturalized"
"1050","","","species",166762,"Phyllostachys aureosulcata","introduced","",""
"1051","","","species",347013,"Papaver atlanticum","introduced","",""
"1052","","","species",358060,"Telekia speciosa","introduced","",""
"1053","","","hybrid",491202,"Medicago × varia","introduced","",""
"1054","","","species",502213,"Centaurea thuillieri","introduced","",""
"1055","","","species",897426,"Noccaea perfoliata","introduced","",""
"1056","","","species",950313,"Eriocapitella japonica","introduced","",""
"1057","","","species",1341071,"Feijoa sellowiana","introduced","",""
"1058","Gymnosperms","Cupressaceae","species",49399,"Juniperus virginiana","introduced","","exotic, naturalized"
"1059","Dicotyledons","Apiaceae","species",51618,"Myrrhis odorata","introduced","","exotic, not naturalized"
"1060","","","species",52565,"Althaea officinalis","introduced","",""
"1061","","","species",53179,"Polygonum arenastrum","introduced","",""
"1062","Dicotyledons","Grossulariaceae","species",54431,"Ribes rubrum","introduced","","exotic, not naturalized"
"1063","","","species",55149,"Actinidia chinensis","introduced","",""
"1064","","","species",55756,"Geranium phaeum","introduced","",""
"1065","","","species",55976,"Eupatorium cannabinum","introduced","",""
"1066","Dicotyledons","Lamiaceae","species",56171,"Leonurus cardiaca","introduced","","exotic, not naturalized"
"1067","Dicotyledons","Asteraceae","species",56949,"Logfia gallica","introduced","","exotic, naturalized"
"1068","Dicotyledons","Caryophyllaceae","species",56998,"Sagina apetala","introduced","","exotic, naturalized"
"1069","Dicotyledons","Malvaceae","species",58202,"Malva parviflora","introduced","","exotic, not naturalized"
"1070","Dicotyledons","Brassicaceae","species",58865,"Lepidium strictum","introduced","","exotic, naturalized"
"1071","","","species",59260,"Calendula arvensis","introduced","",""
"1072","Monocotyledons","Poaceae","species",61068,"Lagurus ovatus","introduced","","exotic, not naturalized"
"1073","Dicotyledons","Oxalidaceae","species",61776,"Oxalis incarnata","introduced","","exotic, not naturalized"
"1074","Dicotyledons","Oxalidaceae","species",61963,"Oxalis debilis","introduced","","exotic, naturalized"
"1075","Dicotyledons","Amaranthaceae","species",62340,"Atriplex hortensis","introduced","","exotic, not naturalized"
"1076","Monocotyledons","Poaceae","species",64017,"Arundo donax","introduced","","exotic, not naturalized"
"1077","","","species",69936,"Prunus amygdalus","introduced","",""
